1,2,4,8,16,32,64,100,110,120,130,140,150,target
8536.0,9566.0,6275.0,3544.0,1175.0,213.0,34.0,1.4202586005282094,1.4904028747458322,1.5058068887587321,1.529580980526317,1.5523726123418546,1.5480649959866064,0.0
8932.0,10807.0,5892.0,2768.0,1068.0,193.0,38.0,1.5273816672090128,1.5273775548233457,1.5252056406193377,1.532042606477935,1.5483353874104393,1.5833339505283621,0.0
12884.0,14519.0,8609.0,4099.0,1204.0,191.0,18.0,1.5823002981508916,1.5806241423926235,1.5751486674929724,1.5725675684828715,1.572651939914507,1.558231882718707,0.0
8072.0,8766.0,6052.0,3525.0,1248.0,171.0,38.0,1.4759556703652372,1.4850082069026156,1.4927346742594243,1.4758141746019067,1.4998938459018654,1.5299406918865908,0.0
12936.0,13190.0,7914.0,3911.0,1275.0,201.0,18.0,1.552948324622311,1.558960499436512,1.5467529908946478,1.556351984480937,1.5639259688048055,1.575690868999011,0.0
13012.0,12843.0,8800.0,4218.0,1028.0,155.0,25.0,1.4951392634397436,1.5067513752006776,1.5130067848496218,1.5186263097215467,1.5157989778701662,1.495129524956824,0.0
5876.0,11635.0,8344.0,4155.0,1159.0,197.0,20.0,1.537553995640906,1.5557837401083585,1.5901707438386168,1.6073674409700234,1.610998351492107,1.6198664444115527,0.0
16468.0,15551.0,8239.0,4067.0,1161.0,190.0,21.0,1.5321909609560478,1.5350014989034926,1.538976204272761,1.5462386674790722,1.5480974879166216,1.5476681831931702,0.0
8596.0,9879.0,7901.0,4313.0,1184.0,208.0,20.0,1.5233005253387373,1.5080429643336688,1.496020586283755,1.4929604988220928,1.5016629443616296,1.5270645102837836,0.0
13936.0,13776.0,7909.0,3792.0,1020.0,237.0,18.0,1.504928938408904,1.553263344492066,1.577083449614009,1.5946272235969163,1.5929088688422923,1.6056609815363931,0.0
7736.0,9642.0,6574.0,3501.0,1153.0,209.0,32.0,1.506950090509464,1.5077119139115536,1.509717660898208,1.5237472295528482,1.536161576248532,1.5426224771933084,0.0
8936.0,8638.0,5926.0,3131.0,1157.0,216.0,43.0,1.4615972779808863,1.478554625985309,1.5030138005217382,1.5219306885487267,1.5393490461284352,1.554386305936644,0.0
9236.0,9847.0,6925.0,3553.0,1037.0,231.0,23.0,1.4922612028013902,1.501900700320794,1.5090116344827953,1.5173535631790767,1.5326917621532743,1.5144573859914265,0.0
4904.0,7174.0,5836.0,3284.0,1339.0,216.0,28.0,1.461203427495823,1.4882147342287155,1.487430260247651,1.5062088816738812,1.5226363919390091,1.5300505140016096,0.0
9676.0,10969.0,7657.0,3829.0,1115.0,234.0,21.0,1.4993882374751533,1.5254186992965293,1.541674945803988,1.54292392123595,1.5500397676663362,1.5594531074747897,0.0
8268.0,11909.0,8094.0,4007.0,1234.0,184.0,25.0,1.5234286737564082,1.5253469622992346,1.5247810255514864,1.534064259496209,1.544758808306656,1.5616041466630366,0.0
11572.0,12235.0,7914.0,3844.0,1028.0,176.0,38.0,1.5061133483299889,1.5160799467245873,1.5331036481760154,1.5523454599994693,1.5567045269779705,1.5604133895494117,0.0
6096.0,9536.0,6475.0,3270.0,1097.0,225.0,36.0,1.4970629153720052,1.5090895348119695,1.5109277651025108,1.523761259416509,1.5124125160454318,1.4978352052532289,0.0
6884.0,9867.0,7039.0,3708.0,1172.0,204.0,31.0,1.4643892366768798,1.456812549533428,1.4845832594949329,1.5059079997950806,1.5261201923465029,1.5384237627214448,0.0
10040.0,11206.0,8051.0,3858.0,1146.0,201.0,21.0,1.5208374970762455,1.5237672060666907,1.5339362666759386,1.5382336059756596,1.5243243504017423,1.5373739840901954,0.0
13024.0,13348.0,9205.0,4385.0,1201.0,133.0,27.0,1.5116109894145975,1.5055870368277093,1.5125345098730585,1.5232385208004144,1.525381456065046,1.526681324099916,0.0
10992.0,13776.0,9765.0,4518.0,1174.0,167.0,16.0,1.5496932664967409,1.561086061963059,1.5736863041197875,1.5741729856076434,1.5638184929888577,1.5344335202240793,0.0
15400.0,14114.0,8305.0,3869.0,1161.0,192.0,21.0,1.5269927430921062,1.544762332934062,1.55986379345475,1.5632616821884175,1.5614672107590346,1.5822732236636932,0.0
8924.0,9685.0,6537.0,3357.0,1090.0,209.0,38.0,1.4588432009048562,1.4591600922315442,1.468969899845765,1.4918615203743788,1.5284319490085465,1.5545994427318066,0.0
8900.0,10107.0,6549.0,3720.0,1124.0,204.0,35.0,1.491114732916124,1.4984267873325372,1.5069847492871082,1.504766104871284,1.4800698329211668,1.4753751097855905,0.0
7976.0,11538.0,8169.0,4292.0,1265.0,171.0,22.0,1.4798348442852467,1.5288871345436101,1.5587429188475765,1.5771825075662431,1.5838182627795754,1.599639483314333,0.0
9128.0,10426.0,7419.0,3927.0,1296.0,201.0,22.0,1.4694781658549825,1.4855514258360196,1.5252752148425623,1.5603690497866871,1.5754102408781425,1.601176584735013,0.0
11164.0,12677.0,7609.0,3847.0,1045.0,203.0,35.0,1.5361868444304485,1.530049684227334,1.5285620472076868,1.53567834714451,1.5233571803238284,1.5167316161454265,0.0
11484.0,11989.0,7497.0,3785.0,1041.0,184.0,34.0,1.5036795318982303,1.4851114503634117,1.4728367289488122,1.4764755385300818,1.5020509889131144,1.517598920201693,0.0
10704.0,10252.0,6676.0,3343.0,1217.0,212.0,32.0,1.5285624631259171,1.5449221641197945,1.5452311060454045,1.5274023458129058,1.5180887000445829,1.5237259525042044,0.0
15624.0,14266.0,8637.0,4021.0,1003.0,156.0,36.0,1.512353298553373,1.4882429942130184,1.4919897541103657,1.5248032488953238,1.5438938486820037,1.532775447191339,0.0
7288.0,9574.0,6967.0,3810.0,1318.0,235.0,17.0,1.4869005082994806,1.5021353192625542,1.5246333389952371,1.5536245492804974,1.5626008781776843,1.5467813597688578,0.0
10024.0,11638.0,7912.0,3922.0,1104.0,164.0,36.0,1.4773199882373744,1.4691282129762329,1.4653505660953765,1.4567569738411406,1.471715398981774,1.4968337314535969,0.0
14524.0,15949.0,9981.0,4329.0,1144.0,155.0,20.0,1.5069537822326085,1.5248813906998187,1.53339984279162,1.546099616100721,1.563177612950694,1.5769856447484307,0.0
